PPIN,ISR,OOS,INACTIVE
262237,3,5,.
262259,1,.,.
262306,3,2,.
262361,2,.,.
262419,1,.,.
262441,1,.,.
262554,1,.,.
262667,1,.,.
262714,1,.,.
262725,2,.,.
262736,1,.,.
262791,1,.,.
262838,3,2,1
262929,1,.,.
262973,1,.,.
262984,1,.,.
263081,1,.,.
263092,1,.,.
263117,1,.,.
263194,1,.,.
263219,1,.,.
263285,2,.,.
263332,1,.,.
263354,1,.,.
263376,1,.,.
263489,2,.,.
263536,3,8,1
263547,1,.,.
263649,2,.,.
263671,1,.,.
263795,1,.,.
263809,1,.,.
263864,1,.,.
263897,1,.,.
263977,1,.,.
264019,2,.,.
264074,3,2,.
264154,2,.,.
264212,2,.,.
264245,1,.,.
264303,2,.,.
264314,1,.,.
264336,1,.,.
264584,1,.,.
264631,1,.,.
264675,1,.,.
264788,1,.,.
264835,1,.,.
264879,2,.,.
264904,1,.,.
264926,1,.,.
264948,2,.,.
264992,1,.,.
265147,2,.,.
265158,1,.,.
265191,1,.,.
265293,1,.,.
265351,1,.,.
265362,1,.,.
265431,3,2,.
265453,1,.,.
265588,1,.,.
265657,1,.,.
265872,1,.,.
265996,1,.,.
266071,1,.,.
266129,1,.,.
266151,1,.,.
266162,1,.,.
266264,1,.,.
266297,3,2,1
266388,1,.,.
266413,1,.,.
266424,1,.,.
266435,1,.,.
266537,1,.,.
266661,1,.,.
266708,1,.,.
266741,1,.,.
266843,1,.,.
266865,1,.,.
266887,1,.,.
266934,3,2,1
295863,1,.,.
295874,1,.,.
295885,1,.,.
295896,1,.,.
295932,1,.,.
295965,1,.,.
295998,1,.,.
296007,1,.,.
296018,3,5,1
296029,2,.,.
296084,1,.,.
296095,1,.,.
296109,1,.,.
296142,1,.,.
296164,1,.,.
296186,1,.,.
296197,1,.,.
296211,1,.,.
296222,1,.,.
296266,1,.,.
296277,1,.,.
296288,1,.,.
296299,1,.,.
296302,1,.,.
296357,1,.,.
296415,1,.,.
296426,1,.,.
296492,1,.,.
296506,1,.,.
296608,1,.,.
296619,1,.,.
296652,1,.,.
296663,2,.,.
296674,1,.,.
296696,2,.,.
296765,1,.,.
296776,1,.,.
296823,1,.,.
296867,1,.,.
296889,2,.,.
296914,1,.,.
296947,1,.,.
296958,1,.,.
296991,2,.,.
297022,1,.,.
297055,1,.,.
297066,1,.,.
297088,1,.,.
297113,2,.,.
297146,1,.,.
297168,2,.,.
297179,2,.,.
297237,1,.,.
297248,1,.,.
297259,1,.,.
297281,1,.,.
297328,1,.,.
297361,2,.,.
297372,1,.,.
297383,1,.,.
297394,3,3,1
297408,2,.,.
297419,1,.,.
297441,1,.,.
297452,1,.,.
297474,1,.,.
297565,2,.,.
297598,2,.,.
297634,3,2,.
297667,1,.,.
297678,3,2,.
297703,1,.,.
297714,3,2,.
297725,1,.,.
297747,1,.,.
297758,1,.,.
297805,1,.,.
297907,3,2,.
298106,1,.,.
298172,3,3,1
298274,1,.,.
298387,1,.,.
298398,3,8,1
298412,1,.,.
298434,1,.,.
298445,1,.,.
298489,1,.,.
298514,1,.,.
298536,2,.,.
298558,1,.,.
298627,1,.,.
298638,1,.,.
298693,1,.,.
298853,1,.,.
298864,1,.,.
298933,1,.,.
299008,1,.,.
299019,1,.,.
299052,1,.,.
299132,1,.,.
299223,1,.,.
299256,1,.,.
299369,1,.,.
299416,1,.,.
299471,1,.,.
299518,1,.,.
299686,2,.,.
299733,2,.,.
299755,1,.,.
299879,1,.,.
326146,2,.,.
326157,1,.,.
326179,1,.,.
326204,3,5,1
326215,1,.,.
326226,1,.,.
326237,1,.,.
326248,3,2,.
326281,1,.,.
326292,1,.,.
326306,3,3,1
326339,3,2,.
326361,3,2,1
326408,1,.,.
326419,1,.,.
326441,1,.,.
326452,1,.,.
326521,1,.,.
326532,1,.,.
326554,1,.,.
326565,3,2,.
326576,1,.,.
326587,1,.,.
326601,1,.,.
326634,2,.,.
326667,1,.,.
326678,1,.,.
326703,1,.,.
326714,2,.,.
326747,1,.,.
326758,2,.,.
326769,3,6,.
326791,1,.,.
326838,1,.,.
326849,1,.,.
326882,1,.,.
326893,1,.,.
326907,1,.,.
326995,3,10,.
327004,1,.,.
327015,1,.,.
327037,1,.,.
327048,1,.,.
327081,1,.,.
327106,1,.,.
327161,1,.,.
327172,1,.,.
327208,1,.,.
327241,2,.,.
327343,3,6,.
327354,1,.,.
327376,1,.,.
327398,1,.,.
327401,1,.,.
327423,1,.,.
327503,1,.,.
327514,1,.,.
330924,1,.,.
330935,3,8,.
330946,1,.,.
330957,1,.,.
330968,1,.,.
330979,1,.,.
331021,1,.,.
331032,1,.,.
331043,1,.,.
331054,1,.,.
331065,1,.,.
331087,3,3,.
331101,1,.,.
331112,2,.,.
331123,1,.,.
331134,1,.,.
331145,1,.,.
331178,2,.,.
331189,1,.,.
331203,3,12,1
331225,2,.,.
331305,2,.,.
331327,1,.,.
331371,2,.,.
331382,1,.,.
331393,1,.,.
331407,1,.,.
331418,1,.,.
331451,2,.,.
331462,1,.,.
339676,2,.,.
339712,1,.,.
339778,1,.,.
339803,1,.,.
339825,2,.,.
339836,1,.,.
339858,1,.,.
339949,2,.,.
339971,1,.,.
339982,1,.,.
340025,2,.,.
340116,1,.,.
340171,1,.,.
340193,3,2,.
340218,3,2,.
340295,1,.,.
340364,3,2,1
340386,1,.,.
340455,3,2,1
340477,3,2,.
340488,2,.,.
340499,1,.,.
340502,1,.,.
340513,1,.,.
340524,1,.,.
340546,1,.,.
340604,1,.,.
340626,2,.,.
340681,1,.,.
340717,2,.,.
340772,3,2,.
340783,1,.,.
340808,1,.,.
340841,1,.,.
340863,3,2,.
340932,1,.,.
340943,1,.,.
340965,1,.,.
341007,2,.,.
341073,1,.,.
341095,1,.,.
341109,1,.,.
341142,3,2,1
341153,1,.,.
341175,3,2,.
341186,1,.,.
341211,2,.,.
341222,2,.,.
341233,1,.,.
341255,1,.,.
341266,1,.,.
341277,1,.,.
341299,1,.,.
341313,3,8,1
341346,1,.,.
341357,3,2,.
341368,1,.,.
341379,1,.,.
341404,1,.,.
341492,1,.,.
341506,1,.,.
341517,2,.,.
341594,2,.,.
341663,3,2,.
341685,1,.,.
341721,3,3,1
341732,1,.,.
341754,2,.,.
341776,3,8,1
341787,1,.,.
341812,2,.,.
341834,1,.,.
341845,1,.,.
341889,1,.,.
341903,1,.,.
341914,1,.,.
341925,1,.,.
341936,1,.,.
341947,2,.,.
341958,1,.,.
342011,1,.,.
342033,2,.,.
342044,2,.,.
342055,3,2,1
342077,1,.,.
342088,1,.,.
342102,1,.,.
342124,1,.,.
342135,1,.,.
342146,1,.,.
342179,3,2,.
342204,1,.,.
342226,3,2,.
342248,2,.,.
342292,3,2,.
342306,2,.,.
342383,2,.,.
342394,1,.,.
342408,1,.,.
342419,1,.,.
342474,1,.,.
342485,1,.,.
342496,1,.,.
342532,3,2,.
342543,1,.,.
342554,2,.,.
342565,1,.,.
342576,1,.,.
342601,1,.,.
342623,1,.,.
342645,2,.,.
342656,1,.,.
342678,1,.,.
342714,3,2,.
342725,1,.,.
342769,1,.,.
342805,2,.,.
342816,1,.,.
342893,2,.,.
342907,1,.,.
342929,3,2,.
343015,1,.,.
343048,1,.,.
343183,1,.,.
343219,1,.,.
343387,1,.,.
343412,1,.,.
343423,1,.,.
343467,1,.,.
343478,1,.,.
343627,2,.,.
343707,1,.,.
343762,1,.,.
343842,1,.,.
343864,1,.,.
343875,1,.,.
343911,1,.,.
343944,1,.,.
343977,1,.,.
343988,1,.,.
343999,1,.,.
344019,1,.,.
344063,3,5,.
344074,1,.,.
344085,1,.,.
344121,1,.,.
344143,1,.,.
344154,2,.,.
344176,1,.,.
344212,3,8,1
344234,1,.,.
344245,2,.,.
344267,1,.,.
344278,1,.,.
344289,2,.,.
344358,2,.,.
344369,2,.,.
344427,1,.,.
344438,3,5,.
344482,2,.,.
344507,1,.,.
344562,1,.,.
344573,2,.,.
344631,1,.,.
344653,1,.,.
344664,1,.,.
344733,2,.,.
344755,1,.,.
344766,1,.,.
344799,1,.,.
344813,1,.,.
344846,3,3,1
344904,1,.,.
344926,1,.,.
344948,1,.,.
345238,1,.,.
345249,1,.,.
345271,1,.,.
345282,1,.,.
345293,2,.,.
345307,1,.,.
345318,1,.,.
345351,1,.,.
345362,3,2,1
345384,1,.,.
345395,1,.,.
345431,1,.,.
345453,1,.,.
345464,1,.,.
345555,1,.,.
345566,1,.,.
345577,1,.,.
345635,1,.,.
345646,1,.,.
345704,3,3,.
345715,1,.,.
345737,1,.,.
345748,1,.,.
345781,1,.,.
345806,1,.,.
345963,2,.,.
345985,1,.,.
345996,2,.,.
346005,2,.,.
346016,1,.,.
346027,1,.,.
346038,1,.,.
346049,2,.,.
346082,3,6,1
346151,1,.,.
346162,1,.,.
346209,1,.,.
346231,1,.,.
346242,3,2,.
346253,1,.,.
346264,1,.,.
346275,1,.,.
346286,1,.,.
346333,1,.,.
346344,1,.,.
346377,2,.,.
346388,2,.,.
346399,3,2,.
346402,3,8,.
346424,3,2,.
346435,1,.,.
346446,1,.,.
346468,1,.,.
346479,1,.,.
346504,1,.,.
346548,1,.,.
346606,1,.,.
346628,1,.,.
346683,1,.,.
346694,1,.,.
346719,1,.,.
346741,1,.,.
346752,1,.,.
346763,1,.,.
346774,3,2,.
346785,1,.,.
346796,3,2,1
346865,1,.,.
346876,1,.,.
346898,1,.,.
346901,1,.,.
346945,1,.,.
346967,1,.,.
346978,1,.,.
347009,1,.,.
347031,2,.,.
347042,2,.,.
347053,1,.,.
347075,1,.,.
347086,1,.,.
347111,1,.,.
347133,1,.,.
347144,1,.,.
347155,1,.,.
347166,1,.,.
347177,1,.,.
347188,1,.,.
347213,1,.,.
347224,1,.,.
347246,1,.,.
347257,1,.,.
347268,1,.,.
347304,3,3,.
347337,1,.,.
347348,1,.,.
347381,3,3,1
347392,1,.,.
347406,1,.,.
347417,1,.,.
347428,1,.,.
347439,1,.,.
347483,1,.,.
347494,1,.,.
347508,1,.,.
347574,1,.,.
347654,1,.,.
347665,1,.,.
347676,1,.,.
347687,1,.,.
347698,1,.,.
347712,1,.,.
347723,2,.,.
347734,3,2,.
347745,1,.,.
347756,3,2,.
347778,3,2,1
347803,3,3,1
347814,1,.,.
347825,1,.,.
347836,1,.,.
347847,1,.,.
347869,1,.,.
347905,1,.,.
347916,1,.,.
347938,2,.,.
347949,2,.,.
347971,1,.,.
347982,1,.,.
347993,2,.,.
348002,2,.,.
348013,1,.,.
348024,1,.,.
348035,1,.,.
348046,1,.,.
348079,3,2,.
348104,1,.,.
348115,3,2,.
348126,3,2,.
348137,1,.,.
348148,2,.,.
348159,1,.,.
348206,3,2,.
348217,1,.,.
348228,3,2,.
348239,3,2,.
348261,1,.,.
348272,1,.,.
348283,3,2,1
348294,1,.,.
348341,1,.,.
348352,2,.,.
348363,1,.,.
348374,2,.,.
348421,1,.,.
348432,3,6,.
348443,3,2,1
348465,1,.,.
348476,2,.,.
348487,3,2,1
348498,1,.,.
348567,1,.,.
348603,1,.,.
348614,1,.,.
348658,1,.,.
348669,1,.,.
348691,1,.,.
348705,1,.,.
348716,1,.,.
348738,1,.,.
348782,1,.,.
348807,1,.,.
348818,1,.,.
348829,1,.,.
348851,1,.,.
348862,3,2,.
348884,2,.,.
348895,1,.,.
348909,1,.,.
348931,3,5,.
348942,1,.,.
348953,1,.,.
348975,1,.,.
349006,1,.,.
349017,1,.,.
349028,3,6,1
349061,1,.,.
349083,1,.,.
349094,1,.,.
349119,1,.,.
349141,1,.,.
349152,1,.,.
349163,1,.,.
349185,3,2,1
349196,2,.,.
349276,1,.,.
349334,2,.,.
349389,1,.,.
349447,3,3,1
349505,1,.,.
349516,1,.,.
349527,1,.,.
349538,1,.,.
349582,3,5,.
349593,1,.,.
349618,1,.,.
349651,1,.,.
349684,1,.,.
349695,1,.,.
349731,1,.,.
349742,1,.,.
349775,1,.,.
349866,1,.,.
349888,1,.,.
349899,1,.,.
349902,1,.,.
349913,1,.,.
349946,1,.,.
350011,1,.,.
350055,1,.,.
350099,1,.,.
350113,1,.,.
350124,3,2,1
350135,1,.,.
350146,1,.,.
350168,1,.,.
350215,1,.,.
350226,1,.,.
350237,1,.,.
350248,1,.,.
350259,1,.,.
350281,3,2,.
350292,1,.,.
350306,1,.,.
350317,3,2,.
350361,1,.,.
350372,1,.,.
350383,3,5,1
350394,3,2,1
350419,3,2,1
350496,2,.,.
350554,1,.,.
350587,1,.,.
350598,1,.,.
350601,1,.,.
350612,1,.,.
350623,1,.,.
350634,1,.,.
350645,1,.,.
350689,1,.,.
350703,1,.,.
350714,1,.,.
350736,1,.,.
350791,2,.,.
350805,1,.,.
350849,1,.,.
350973,3,7,.
350984,1,.,.
351004,1,.,.
351026,1,.,.
351106,1,.,.
351172,1,.,.
351208,1,.,.
351252,1,.,.
351274,1,.,.
351285,1,.,.
351296,1,.,.
351321,2,.,.
351332,1,.,.
351343,3,5,1
351354,1,.,.
351365,1,.,.
351376,1,.,.
351387,1,.,.
351401,1,.,.
351412,1,.,.
351434,1,.,.
351456,3,2,1
351467,1,.,.
351503,3,2,1
351525,1,.,.
351558,1,.,.
351591,1,.,.
351605,1,.,.
351638,1,.,.
351671,1,.,.
351682,1,.,.
351693,1,.,.
351718,1,.,.
351729,1,.,.
351751,1,.,.
351795,1,.,.
351809,1,.,.
351853,2,.,.
351933,1,.,.
351944,1,.,.
351955,3,2,.
351966,3,3,.
351977,1,.,.
351999,1,.,.
352008,1,.,.
352019,1,.,.
352063,1,.,.
352096,1,.,.
352121,1,.,.
352132,2,.,.
352187,1,.,.
352198,1,.,.
352201,1,.,.
352212,1,.,.
352256,1,.,.
352267,1,.,.
352325,2,.,.
352427,1,.,.
352482,1,.,.
352493,2,.,.
352584,1,.,.
352766,1,.,.
352813,1,.,.
352857,3,2,1
352948,1,.,.
353045,1,.,.
353078,1,.,.
353271,1,.,.
353362,1,.,.
353431,1,.,.
353511,1,.,.
353533,3,2,.
353555,1,.,.
353566,1,.,.
353588,1,.,.
353646,3,5,.
353737,1,.,.
353974,1,.,.
354082,1,.,.
354107,1,.,.
354151,1,.,.
354242,1,.,.
354275,3,3,1
354286,1,.,.
354297,3,2,1
354402,2,.,.
354457,3,2,.
354479,1,.,.
354537,1,.,.
354559,1,.,.
354672,2,.,.
354774,1,.,.
354887,1,.,.
354945,3,5,.
354978,1,.,.
354989,1,.,.
355009,3,8,1
355097,2,.,.
355166,1,.,.
421244,1,.,.
421255,1,.,.
421277,1,.,.
421288,1,.,.
421299,1,.,.
421302,1,.,.
421324,2,.,.
421346,1,.,.
421357,1,.,.
421368,1,.,.
421404,1,.,.
421415,1,.,.
421426,1,.,.
421437,1,.,.
421448,1,.,.
421481,2,.,.
421492,1,.,.
421517,1,.,.
421539,1,.,.
421561,1,.,.
421594,1,.,.
421608,1,.,.
421619,1,.,.
421641,1,.,.
421652,1,.,.
421663,1,.,.
421674,1,.,.
421685,1,.,.
421696,1,.,.
421721,1,.,.
421732,1,.,.
421743,1,.,.
421754,1,.,.
421765,3,2,1
421776,1,.,.
421787,1,.,.
421801,1,.,.
421812,2,.,.
421823,3,3,1
421834,1,.,.
421845,1,.,.
421878,1,.,.
421903,1,.,.
421914,1,.,.
421925,1,.,.
421936,1,.,.
421947,2,.,.
421958,1,.,.
421991,1,.,.
422011,1,.,.
422033,1,.,.
422044,2,.,.
422055,1,.,.
422077,1,.,.
422113,1,.,.
422124,3,3,1
422168,1,.,.
422204,1,.,.
422226,1,.,.
422237,1,.,.
422248,1,.,.
422259,1,.,.
422281,1,.,.
422292,1,.,.
422306,1,.,.
422317,2,.,.
422328,2,.,.
422339,1,.,.
422361,1,.,.
422372,1,.,.
422394,1,.,.
422419,1,.,.
422452,1,.,.
422463,1,.,.
422474,1,.,.
422485,2,.,.
422543,1,.,.
422576,1,.,.
422587,1,.,.
422598,1,.,.
422623,1,.,.
422645,1,.,.
422656,1,.,.
422667,1,.,.
422678,1,.,.
422689,1,.,.
422703,1,.,.
422714,2,.,.
422736,1,.,.
422747,1,.,.
422758,1,.,.
422791,3,8,1
422816,1,.,.
422827,1,.,.
422838,1,.,.
422849,1,.,.
422871,1,.,.
422882,1,.,.
422893,1,.,.
422907,1,.,.
422918,1,.,.
422929,1,.,.
422962,1,.,.
422973,1,.,.
422984,1,.,.
422995,2,.,.
423004,2,.,.
423015,1,.,.
423026,1,.,.
423037,1,.,.
423048,1,.,.
423059,1,.,.
423092,1,.,.
423106,1,.,.
423117,2,.,.
423128,1,.,.
423139,1,.,.
423183,1,.,.
423219,1,.,.
423263,1,.,.
423274,1,.,.
423296,1,.,.
423332,1,.,.
423376,1,.,.
423387,1,.,.
423401,1,.,.
423423,1,.,.
423434,1,.,.
423445,1,.,.
423467,1,.,.
423478,1,.,.
423638,1,.,.
423649,1,.,.
423682,1,.,.
423693,1,.,.
423751,1,.,.
423773,3,8,.
423784,1,.,.
423809,1,.,.
423853,1,.,.
423864,1,.,.
423911,1,.,.
423922,1,.,.
423933,1,.,.
423944,1,.,.
423988,1,.,.
423999,1,.,.
424008,1,.,.
424041,2,.,.
424052,1,.,.
424063,1,.,.
424074,2,.,.
424121,2,.,.
424132,2,.,.
424143,3,3,.
424154,1,.,.
424187,1,.,.
424201,1,.,.
424212,2,.,.
424234,1,.,.
424245,1,.,.
424256,1,.,.
424278,1,.,.
424303,1,.,.
424314,1,.,.
424325,1,.,.
424336,1,.,.
424347,2,.,.
424369,1,.,.
424391,1,.,.
424405,1,.,.
424416,1,.,.
424449,1,.,.
424471,1,.,.
424493,2,.,.
424507,1,.,.
424518,2,.,.
424551,1,.,.
424562,1,.,.
424573,1,.,.
424584,1,.,.
424595,1,.,.
424609,1,.,.
424664,1,.,.
424733,3,2,1
424755,3,3,.
424766,1,.,.
424777,1,.,.
424788,1,.,.
424799,1,.,.
424802,1,.,.
424813,2,.,.
424824,1,.,.
424835,1,.,.
424857,1,.,.
424868,1,.,.
424879,1,.,.
424915,1,.,.
424926,1,.,.
424937,1,.,.
424948,2,.,.
424959,1,.,.
424981,2,.,.
425023,2,.,.
425078,1,.,.
425089,1,.,.
425103,1,.,.
425136,1,.,.
425147,1,.,.
425158,1,.,.
425191,1,.,.
425205,3,3,.
425329,1,.,.
425362,1,.,.
425373,1,.,.
425384,2,.,.
425409,1,.,.
425486,2,.,.
425497,1,.,.
425533,1,.,.
425624,1,.,.
425668,1,.,.
425792,2,.,.
425817,1,.,.
425828,1,.,.
425839,1,.,.
425908,1,.,.
425941,2,.,.
425974,1,.,.
425985,1,.,.
425996,1,.,.
426005,2,.,.
426049,1,.,.
426071,3,12,1
426093,2,.,.
426107,1,.,.
426118,1,.,.
426195,1,.,.
426209,1,.,.
426253,1,.,.
426275,2,.,.
426311,1,.,.
426402,1,.,.
426763,1,.,.
426796,1,.,.
426832,1,.,.
426843,1,.,.
426854,1,.,.
426901,1,.,.
426912,2,.,.
456787,1,.,.
456798,1,.,.
456845,2,.,.
456878,1,.,.
456914,2,.,.
456925,2,.,.
456936,3,2,.
456947,1,.,.
456958,1,.,.
456991,1,.,.
457011,1,.,.
457022,1,.,.
457033,1,.,.
457066,1,.,.
457077,1,.,.
457088,3,2,.
457102,3,2,1
457135,3,3,1
457146,1,.,.
457157,3,2,.
457168,1,.,.
457215,2,.,.
457226,1,.,.
457259,3,2,.
457328,3,2,.
457339,1,.,.
457361,1,.,.
457383,1,.,.
457394,1,.,.
457419,1,.,.
457441,3,2,.
457463,1,.,.
457474,1,.,.
457485,1,.,.
457496,3,2,1
457532,1,.,.
457543,1,.,.
457554,1,.,.
457587,1,.,.
457667,1,.,.
457678,1,.,.
457689,1,.,.
457703,1,.,.
457714,1,.,.
457725,1,.,.
457838,1,.,.
457871,1,.,.
457907,1,.,.
457929,1,.,.
457962,2,.,.
457973,1,.,.
457984,1,.,.
458117,1,.,.
458128,1,.,.
458139,1,.,.
458172,1,.,.
458208,1,.,.
458219,1,.,.
458296,1,.,.
458321,1,.,.
458332,1,.,.
458343,1,.,.
458365,1,.,.
458376,1,.,.
458423,1,.,.
458456,1,.,.
458514,1,.,.
458525,2,.,.
458536,1,.,.
458547,3,3,.
458558,3,12,1
458569,1,.,.
458605,3,2,.
458638,1,.,.
458649,1,.,.
458693,2,.,.
458707,1,.,.
458718,1,.,.
458864,1,.,.
458886,1,.,.
458944,1,.,.
458955,1,.,.
458988,1,.,.
459063,1,.,.
459074,1,.,.
459121,1,.,.
459132,1,.,.
459143,1,.,.
459165,1,.,.
459187,1,.,.
459212,1,.,.
459223,1,.,.
459256,1,.,.
459289,3,2,1
459303,1,.,.
459314,3,2,.
459325,1,.,.
459369,1,.,.
459391,1,.,.
459405,1,.,.
459438,1,.,.
459449,1,.,.
459471,1,.,.
459507,2,.,.
459518,2,.,.
459529,1,.,.
459551,1,.,.
459573,1,.,.
459584,1,.,.
459595,1,.,.
459609,1,.,.
459631,1,.,.
459653,3,2,.
459664,1,.,.
459686,1,.,.
459697,1,.,.
459711,2,.,.
459722,1,.,.
459733,1,.,.
459777,1,.,.
459799,1,.,.
459879,3,2,1
459948,1,.,.
460002,2,.,.
488516,1,.,.
488527,1,.,.
488538,1,.,.
488582,2,.,.
488593,1,.,.
488607,1,.,.
488618,1,.,.
488651,1,.,.
488662,1,.,.
488673,1,.,.
488684,1,.,.
488742,1,.,.
488764,1,.,.
488775,1,.,.
488786,2,.,.
488811,1,.,.
488822,1,.,.
488877,2,.,.
488888,1,.,.
488902,1,.,.
488913,1,.,.
488924,2,.,.
488935,1,.,.
488946,2,.,.
488979,1,.,.
489021,3,12,1
489032,1,.,.
489043,1,.,.
489101,1,.,.
489123,1,.,.
489189,1,.,.
489203,1,.,.
489214,1,.,.
489247,1,.,.
489291,1,.,.
489305,1,.,.
489316,1,.,.
489382,1,.,.
489393,2,.,.
489407,2,.,.
489418,1,.,.
489429,1,.,.
489451,1,.,.
489462,1,.,.
489473,1,.,.
489484,1,.,.
489531,1,.,.
489542,2,.,.
489553,1,.,.
489564,2,.,.
489575,1,.,.
489586,1,.,.
489611,1,.,.
489622,1,.,.
489633,1,.,.
489644,1,.,.
489655,1,.,.
489677,1,.,.
489688,2,.,.
489699,1,.,.
489702,2,.,.
489713,2,.,.
489724,1,.,.
489735,1,.,.
489746,2,.,.
489768,2,.,.
489779,1,.,.
489804,1,.,.
489815,2,.,.
489826,2,.,.
489837,1,.,.
489848,1,.,.
489859,1,.,.
489994,1,.,.
490004,1,.,.
490015,1,.,.
490059,1,.,.
490092,2,.,.
490128,3,2,1
490139,2,.,.
490161,1,.,.
490172,1,.,.
490183,2,.,.
490208,1,.,.
490241,1,.,.
490252,3,5,1
490263,2,.,.
490296,1,.,.
490332,1,.,.
490365,3,3,1
490387,1,.,.
490412,1,.,.
490445,1,.,.
490456,3,5,.
490478,3,2,.
490638,1,.,.
490671,1,.,.
513974,1,.,.
514016,1,.,.
514049,1,.,.
514082,2,.,.
514107,1,.,.
514118,1,.,.
514162,1,.,.
514209,1,.,.
514231,1,.,.
514242,1,.,.
514286,2,.,.
514311,1,.,.
514344,1,.,.
514355,1,.,.
514366,1,.,.
514402,1,.,.
514413,1,.,.
514446,1,.,.
514468,1,.,.
514515,1,.,.
514526,1,.,.
514537,1,.,.
514559,1,.,.
514592,1,.,.
514617,1,.,.
514639,1,.,.
514683,2,.,.
514741,1,.,.
514763,1,.,.
514774,1,.,.
514832,2,.,.
514843,1,.,.
514854,3,2,.
514865,1,.,.
514898,1,.,.
514934,1,.,.
515009,2,.,.
515144,1,.,.
515155,1,.,.
515166,1,.,.
515177,1,.,.
515199,1,.,.
515202,1,.,.
515213,1,.,.
515224,1,.,.
515235,1,.,.
515246,1,.,.
515279,1,.,.
515315,1,.,.
515359,1,.,.
515417,1,.,.
515428,1,.,.
515439,3,2,.
515461,1,.,.
515472,1,.,.
515483,1,.,.
515494,1,.,.
515541,1,.,.
515563,1,.,.
515574,1,.,.
515585,1,.,.
515596,1,.,.
515621,1,.,.
515632,1,.,.
515665,1,.,.
515676,1,.,.
515698,1,.,.
515701,1,.,.
515734,1,.,.
515745,2,.,.
515767,1,.,.
515778,1,.,.
515814,2,.,.
515825,1,.,.
515858,3,2,.
515891,1,.,.
515905,1,.,.
515916,1,.,.
516024,1,.,.
516046,1,.,.
516068,1,.,.
516126,1,.,.
516137,1,.,.
516148,1,.,.
516283,1,.,.
516341,1,.,.
516352,1,.,.
516363,1,.,.
516374,3,5,.
516385,1,.,.
516421,1,.,.
516432,2,.,.
516476,1,.,.
516487,1,.,.
516523,1,.,.
516578,1,.,.
516636,1,.,.
516647,1,.,.
516658,1,.,.
516669,1,.,.
516782,1,.,.
516862,3,3,1
516909,1,.,.
516975,1,.,.
517061,1,.,.
517072,1,.,.
517152,1,.,.
517185,1,.,.
517196,3,8,1
517243,1,.,.
517265,1,.,.
517287,1,.,.
517298,1,.,.
517403,1,.,.
517436,1,.,.
537157,1,.,.
537168,2,.,.
537179,1,.,.
537237,1,.,.
537317,1,.,.
537394,1,.,.
537485,1,.,.
537565,1,.,.
537587,3,3,1
537634,1,.,.
537758,1,.,.
537871,2,.,.
537882,1,.,.
537907,1,.,.
537929,3,2,1
537962,2,.,.
537973,1,.,.
537984,3,3,.
537995,2,.,.
538004,1,.,.
538015,1,.,.
538037,1,.,.
538059,1,.,.
538081,1,.,.
538106,1,.,.
538117,2,.,.
538128,1,.,.
538139,2,.,.
538161,3,2,1
538183,1,.,.
538194,1,.,.
538219,2,.,.
538241,1,.,.
538252,2,.,.
538274,1,.,.
538296,1,.,.
538332,2,.,.
538343,1,.,.
538354,1,.,.
538387,1,.,.
538412,1,.,.
538456,1,.,.
538478,1,.,.
538489,3,2,.
538514,1,.,.
538525,3,8,1
538547,1,.,.
538718,1,.,.
538773,1,.,.
538831,1,.,.
538853,1,.,.
538864,2,.,.
538886,1,.,.
538897,1,.,.
538911,1,.,.
538944,1,.,.
538955,1,.,.
539085,1,.,.
539121,3,8,1
539143,3,8,1
539176,1,.,.
539187,1,.,.
539201,1,.,.
539223,2,.,.
539245,1,.,.
539267,3,8,1
539289,2,.,.
539303,3,3,1
539314,3,8,1
539336,1,.,.
539595,3,8,1
539722,1,.,.
539733,1,.,.
539744,1,.,.
539766,3,2,1
539777,1,.,.
539788,1,.,.
539799,2,.,.
539813,1,.,.
539846,2,.,.
539857,1,.,.
539868,1,.,.
539904,1,.,.
539948,2,.,.
539959,1,.,.
539981,1,.,.
540057,1,.,.
540079,1,.,.
540115,1,.,.
540159,1,.,.
540181,1,.,.
540261,1,.,.
540308,3,2,1
540319,1,.,.
540352,3,2,.
540374,1,.,.
540385,1,.,.
540396,1,.,.
540421,1,.,.
540454,1,.,.
540465,1,.,.
540501,1,.,.
540523,1,.,.
540534,1,.,.
540545,1,.,.
540567,1,.,.
540578,1,.,.
540589,2,.,.
540603,1,.,.
540636,1,.,.
540691,1,.,.
540749,1,.,.
540818,1,.,.
540829,1,.,.
540931,1,.,.
540942,1,.,.
541061,1,.,.
541083,1,.,.
541094,1,.,.
541152,1,.,.
541221,2,.,.
541232,1,.,.
541356,1,.,.
541527,1,.,.
541607,1,.,.
541662,1,.,.
541673,3,3,1
541684,1,.,.
541709,2,.,.
541786,1,.,.
541877,1,.,.
541924,1,.,.
541957,1,.,.
542098,1,.,.
542123,1,.,.
542291,1,.,.
542305,2,.,.
542316,1,.,.
542338,1,.,.
542371,1,.,.
542382,1,.,.
542418,1,.,.
542462,1,.,.
542495,2,.,.
542622,1,.,.
542688,1,.,.
562977,1,.,.
563008,1,.,.
563019,3,2,.
563041,3,2,1
563063,1,.,.
563074,1,.,.
563121,1,.,.
563198,3,2,1
563267,1,.,.
563278,1,.,.
563336,1,.,.
563391,1,.,.
