PPIN,ISR,OOS,INACTIVE
A1970531,3,3,.
A1970532,3,3,1
A1970533,3,5,.
A1970534,3,3,1
A1970535,3,7,1
A1970536,1,.,.
A1970537,3,3,1
A1970538,3,5,.
A1970539,3,3,1
A1970540,3,3,1
A1970541,3,3,1
A1970542,3,2,.
A1970543,2,.,.
A1970544,1,.,.
A1970547,3,5,.
A1970548,3,3,1
A1970549,3,7,1
A1970551,3,2,.
A1970552,2,.,.
A1970553,3,2,1
A1970554,3,3,1
A1970555,2,.,.
A1970556,3,3,1
A1970557,3,3,1
A1970558,1,.,.
A1970559,3,2,1
A1970560,3,3,.
A1970561,3,3,1
A1970562,3,3,1
A1970563,1,.,.
A1970564,1,.,.
A1970565,3,6,1
A1970566,3,3,1
A1970567,1,.,.
A1970568,3,3,1
A1970571,3,5,.
A1970572,3,3,1
A1970574,1,.,.
A1970575,3,3,1
A1970576,3,6,.
A1970577,3,3,1
A1970578,3,7,1
A1970580,3,3,1
A1970581,3,3,1
A1970582,3,3,1
A1970583,3,3,1
A1970584,3,4,.
A1970585,3,7,1
A1970586,3,3,1
A1970587,3,3,1
A1970588,3,8,1
A1970589,3,3,1
A1970590,3,3,1
A1970591,3,5,.
A1970592,3,3,1
A1970593,3,5,.
A1970594,3,3,.
A1970595,3,5,.
A1970596,3,3,1
A1970597,3,3,.
A1970598,3,3,1
A1970599,3,3,1
A1970600,3,5,.
A1970601,3,3,1
A1970602,3,3,1
A1970603,3,3,1
A1970604,1,.,.
A1970605,3,3,1
A1970606,3,3,1
A1970607,3,5,.
A1970608,3,6,1
A1970609,3,5,.
A1970610,3,3,.
A1970611,3,3,1
A1970612,3,3,1
A1970613,3,7,.
A1970614,3,5,.
A1970615,3,5,.
A1970616,3,5,.
A1970617,3,3,1
A1970618,3,5,.
A1970619,3,3,1
A1970620,3,3,1
A1970621,3,3,1
A1970622,3,5,.
A1970623,3,5,.
A1970624,3,3,1
A1970625,3,5,.
A1970626,3,5,.
A1970627,3,5,.
A1970628,3,5,.
A1970629,3,5,.
A1970630,2,.,.
A1970631,3,5,.
A1970632,3,2,.
A1970633,3,3,1
A1970634,3,3,1
A1970635,3,3,1
A1970636,3,3,1
A1970637,1,.,.
A1970638,3,2,1
A1970639,3,3,1
A1970640,2,.,.
A1970641,2,.,.
A1970642,3,3,1
A1970643,3,3,1
A1970644,3,3,1
A1970645,3,3,1
A1970646,3,3,1
A1970647,3,3,.
A1970648,3,3,1
A1970649,3,5,.
A1970650,3,5,.
A1970651,3,3,1
A1970652,3,3,1
A1970653,3,3,1
A1970654,3,3,1
A1970655,2,.,.
A1970656,3,3,1
A1970657,3,3,.
A1970658,3,3,1
A1970659,3,3,1
A1970660,3,2,1
A1970661,3,3,1
A1970662,3,3,1
A1970663,3,5,.
A1970664,3,3,1
A1970665,3,5,.
A1970666,3,5,.
A1970667,3,5,.
A1970668,3,5,.
A1970669,3,3,1
A1970670,3,7,1
A1970671,3,2,1
A1970672,3,3,1
A1970673,3,3,1
A1970674,3,3,1
A1970675,3,3,1
A1970676,3,5,.
A1970677,1,.,.
A1970678,3,3,1
A1970679,3,3,1
A1970680,3,3,.
A1970681,3,2,.
A1970682,1,.,.
A1970683,3,7,1
A1970684,3,3,1
A1970685,3,5,.
A1970686,3,3,1
A1970688,1,.,.
A1970689,3,2,1
A1970690,3,3,.
A1970691,3,2,.
A1970692,2,.,.
A1970693,3,3,1
A1970694,3,3,1
A1970695,3,5,.
A1970696,1,.,.
A1970697,3,2,.
A1970698,3,7,1
A1970699,2,.,.
A1970700,1,.,.
A1970701,3,2,.
A1970702,3,3,.
A1970703,3,5,.
A1970704,3,3,1
A1970705,3,3,1
A1970706,2,.,.
A1970707,3,7,1
A1970708,3,3,1
A1970709,3,3,1
A1970710,3,3,1
A1970711,3,3,.
A1970712,3,3,1
A1970713,3,3,1
A1970714,3,3,1
A1970715,3,5,.
A1970716,3,3,1
A1970717,3,3,1
A1970718,2,.,.
A1970719,3,3,1
A1970720,3,3,1
A1970721,3,5,.
A1970722,3,7,1
A1970723,3,3,1
A1970724,3,2,.
A1970725,3,3,1
A1970726,3,7,1
A1970727,3,3,1
A1970728,2,.,.
A1970729,3,7,1
A1970730,3,7,1
A1970731,3,3,1
A1970732,1,.,.
A1970733,3,3,1
A1970734,3,7,1
A1970735,3,2,.
A1970736,3,7,1
A1970737,3,3,1
A1970738,3,5,.
A1970739,3,3,1
A1970740,3,6,1
A1970741,3,3,1
A1970742,1,.,.
A1970743,3,5,.
A1970744,1,.,.
A1970746,3,5,.
A1970747,3,3,1
A1970749,3,5,.
A1970750,3,5,.
A1970751,3,2,1
A1970752,3,3,1
A1970753,3,5,.
A1970754,3,5,.
A1970755,3,3,1
A1970756,3,7,1
A1970757,3,5,.
A1970758,3,3,1
A1970759,2,.,.
A1970760,3,5,.
A1970761,3,3,1
A1970762,3,3,1
A1970763,3,2,.
A1970764,3,3,1
A1970765,3,3,1
A1970766,3,3,1
A1970767,3,3,1
A1970768,3,6,1
A1970769,3,5,.
A1970770,3,3,1
A1970771,3,5,.
A1970772,3,5,.
A1970773,3,5,.
A1970774,3,5,.
A1970776,3,5,.
A1970777,3,7,1
A1970778,3,3,1
A1970779,3,5,.
A1970780,3,3,1
A1970781,1,.,.
A1970782,1,.,.
A1970783,3,3,1
A1970784,3,3,1
A1970785,3,3,1
A1970786,3,5,.
A1970787,3,5,.
A1970789,3,7,.
A1970790,3,5,.
A1970791,3,5,.
A1970792,3,3,1
A1970793,3,3,1
A1970794,3,3,1
A1970796,3,5,.
A1970797,1,.,.
A1970798,3,5,.
A1970799,3,2,.
A1970800,1,.,.
A1970801,3,3,1
A1970802,3,3,1
A1970803,3,3,1
A1970804,3,3,1
A1970805,3,3,1
A1970806,3,3,1
A1970807,3,3,1
A1970808,3,3,1
A1970809,3,3,1
A1970810,3,3,1
A1970811,3,3,1
A1970812,3,3,1
A1970813,3,3,1
A1970814,3,3,1
A1970815,3,3,1
A1970816,3,3,.
A1970817,3,3,1
A1970818,3,3,1
A1970819,3,2,.
A1970820,2,.,.
A1970821,3,5,1
A1970822,3,5,.
A1970823,3,6,1
A1970824,3,3,1
A1970825,3,2,.
A1970826,3,5,.
A1970827,3,5,.
A1970828,3,3,1
A1970829,3,3,1
A1970830,3,3,1
A1970831,3,3,.
A1970832,3,3,1
A1970833,3,5,.
A1970834,3,3,1
A1970835,3,3,.
A1970836,3,3,1
A1970837,3,3,1
A1970838,3,3,1
A1970839,3,5,.
A1970840,3,5,1
A1970841,3,3,1
A1970842,3,3,1
A1970843,2,.,.
A1970844,3,3,1
A1970845,2,.,.
A1970846,3,7,1
A1970847,3,5,.
A1970848,3,5,.
A1970849,3,3,1
A1970850,2,.,.
A1970851,3,3,1
A1970852,3,3,1
A1970853,3,3,1
A1970854,3,3,1
A1970855,3,7,.
A1970856,2,.,.
A1970857,1,.,.
A1970858,3,3,1
A1970859,3,3,1
A1970860,1,.,.
A1970861,3,3,1
A1970862,3,2,.
A1970863,1,.,.
A1970864,3,3,1
A1970865,3,6,1
A1970866,3,2,1
A1970867,3,3,1
A1970868,3,3,1
A1970869,3,3,1
A1970870,3,3,1
A1970871,1,.,.
A1970872,2,.,.
A1970873,3,7,1
A1970874,3,3,1
A1970875,3,5,.
A1970876,3,5,.
A1970877,3,5,.
A1970879,3,3,1
A1970880,2,.,.
A1970881,2,.,.
A1970882,1,.,.
A1970884,3,5,.
A1970885,1,.,.
A1970888,1,.,.
A1970889,1,.,.
A1970890,3,3,1
A1970891,3,3,1
A1970892,3,3,1
A1970893,3,7,.
A1970894,3,7,.
A1970895,3,3,1
A1970896,3,5,.
A1970897,3,3,1
A1970898,3,3,1
A1970899,2,.,.
A1970900,2,.,.
A1970901,3,3,1
A1970902,3,5,.
A1970903,3,3,1
A1970904,3,5,.
A1970905,3,3,1
A1970906,3,3,1
A1970907,3,7,1
A1970908,3,2,.
A1970909,3,3,1
A1970910,3,6,1
A1970912,3,3,1
A1970913,3,2,.
A1970914,3,2,1
A1970915,1,.,.
A1970916,3,2,1
A1970917,3,5,.
A1970918,3,5,.
A1970919,3,5,.
A1970920,1,.,.
A1970921,3,5,.
A1970922,3,3,1
A1970923,3,5,.
A1970924,3,5,.
A1970926,3,7,.
A1970928,3,2,1
A1970929,3,3,1
A1970930,3,3,1
A1970931,3,2,1
A1970932,1,.,.
A1970933,3,5,.
A1970934,3,5,.
A1970935,2,.,.
A1970936,2,.,.
A1970937,3,5,.
A1970938,1,.,.
A1970939,3,5,.
A1970940,1,.,.
A1970941,3,2,1
A1970942,2,.,.
A1970943,3,5,.
A1970944,1,.,.
A1970945,2,.,.
A1970946,3,3,1
A1970947,1,.,.
A1970948,2,.,.
A1970949,1,.,.
A1970950,1,.,.
A1970951,2,.,.
A1970952,3,3,1
A1970953,3,3,1
A1970954,3,3,1
A1970956,3,3,1
A1970957,3,3,1
A1970958,3,3,1
A1970959,1,.,.
A1970960,3,5,.
A1970961,3,5,.
A1970962,3,3,1
A1970963,3,5,.
A1970964,3,3,1
A1970965,3,5,.
A1970966,3,3,1
A1970967,3,3,1
A1970968,3,2,.
A1970969,1,.,.
A1970970,3,3,1
A1970971,3,5,.
A1970972,3,3,.
A1970973,1,.,.
A1970974,3,5,.
A1970977,3,5,1
A1970978,1,.,.
A1970979,1,.,.
A1970980,1,.,.
A1970981,3,5,.
A1970982,3,2,1
A1970983,3,5,.
A1970984,3,3,1
A1970985,3,3,1
A1970986,3,5,.
A1970987,3,3,1
A1970988,3,3,.
A1970989,3,3,1
A1970990,3,8,1
A1970991,3,3,1
A1970992,3,3,.
A1970993,3,3,1
A1970994,3,7,1
A1970995,3,3,1
A1970996,3,3,1
A1970997,3,5,.
A1970998,3,7,.
A1970999,3,5,.
A1971000,3,5,.
A1971001,3,3,1
A1971002,3,3,1
A1971003,3,3,1
A1971004,3,3,.
A1971007,3,5,.
A1971008,3,3,1
A1971009,3,5,.
A1971010,3,5,.
A1971011,3,5,.
A1971012,1,.,.
A1971014,3,3,1
A1971015,3,3,1
A1971017,3,3,1
A1971018,3,2,.
A1971019,3,2,.
A1971020,3,3,1
A1971021,3,7,1
A1971022,3,5,.
A1971023,3,3,1
A1971024,3,3,1
A1971025,3,7,.
A1971026,3,3,1
A1971027,3,5,.
A1971029,3,3,1
A1971030,2,.,.
A1971031,3,5,.
A1971032,3,5,.
A1971033,3,5,.
A1971034,3,3,1
A1971035,3,7,1
A1971037,3,3,1
A1971038,3,3,1
A1971039,3,2,1
A1971041,3,7,1
A1971043,3,5,.
A1971044,2,.,.
A1971045,3,3,1
A1971046,3,2,1
A1971047,3,3,1
A1971048,3,3,1
A1971055,3,3,1
A1971056,3,5,.
A1971058,3,7,1
A1971059,3,3,1
A1971060,3,3,1
A1971061,3,3,1
A1971063,3,5,.
A1971064,3,3,1
A1971065,3,3,1
A1971066,1,.,.
A1971067,3,3,1
A1971068,3,5,.
A1971069,3,8,1
A1971070,3,2,1
A1971071,3,3,1
A1971072,3,5,.
A1971074,2,.,.
A1971075,1,.,.
A1971076,3,3,1
A1971077,3,3,1
A1971078,3,7,1
A1971079,3,2,1
A1971080,1,.,.
A1971081,2,.,.
A1971082,3,3,1
A1971083,3,3,1
A1971084,3,5,.
A1971085,3,2,1
A1971086,3,7,1
A1971087,3,7,1
A1971088,3,3,1
A1971089,3,3,1
A1971090,2,.,.
A1971091,3,3,1
A1971092,3,3,1
A1971093,3,5,.
A1971094,3,3,1
A1971095,3,5,.
A1971096,3,2,1
A1971097,3,3,1
A1971098,3,2,.
A1971099,3,3,1
A1971100,3,5,.
A1971101,3,3,.
A1971102,1,.,.
A1971103,3,7,1
A1971104,3,3,1
A1971105,3,5,.
A1971106,3,5,.
A1971107,2,.,.
A1971108,3,3,1
A1971110,3,7,1
A1971111,3,5,.
A1971112,3,3,1
A1971113,3,5,.
A1971114,3,5,.
A1971116,3,5,.
A1971117,3,5,.
A1971118,2,.,.
A1971119,3,3,.
A1971120,3,5,.
A1971122,1,.,.
A1971123,2,.,.
A1971124,3,5,.
A1971127,2,.,.
A1971128,3,3,1
A1971129,3,3,1
A1971130,3,3,1
A1971131,3,3,1
A1971132,3,3,1
A1971133,3,5,.
A1971134,3,3,.
A1971135,3,3,1
A1971136,3,3,1
A1971137,3,2,.
A1971138,1,.,.
A1971139,3,5,.
A1971140,3,5,.
A1971141,3,5,.
A1971142,3,3,1
A1971143,3,3,1
A1971144,1,.,.
A1971145,3,3,1
A1971146,3,5,.
A1971147,1,.,.
A1971148,1,.,.
A1971149,1,.,.
A1971150,1,.,.
A1971151,3,3,1
A1971152,2,.,.
A1971153,3,2,1
A1971154,3,3,1
A1971155,1,.,.
A1971156,3,2,.
A1971157,3,3,1
A1971158,1,.,.
A1971159,3,7,.
A1971160,1,.,.
A1971161,3,5,.
A1971162,3,2,.
A1971163,1,.,.
A1971164,3,7,1
A1971165,1,.,.
A1971166,2,.,.
A1971167,2,.,.
A1971169,1,.,.
A1971170,3,5,.
A1971171,2,.,.
A1971172,1,.,.
A1971173,3,3,.
A1971174,1,.,.
A1971175,3,5,.
A1971176,3,3,1
A1971177,1,.,.
A1971178,1,.,.
A1971179,3,2,1
A1971180,2,.,.
A1971181,3,3,1
A1971182,3,3,1
A1971183,3,3,1
A1971184,3,3,1
A1971185,1,.,.
A1971186,3,3,1
A1971187,3,3,1
A1971188,1,.,.
A1971189,1,.,.
A1971190,2,.,.
A1971191,3,3,1
A1971192,3,5,.
A1971193,3,3,1
A1971194,3,3,1
A1971195,3,3,1
A1971196,1,.,.
A1971198,3,3,.
A1971199,3,3,1
A1971200,1,.,.
A1971201,3,5,.
A1971202,2,.,.
A1971203,3,5,.
A1971204,3,3,1
A1971205,1,.,.
A1971206,1,.,.
A1971207,3,6,1
A1971208,3,2,.
A1971209,3,3,1
A1971210,1,.,.
A1971211,3,3,1
A1971212,3,7,.
A1971213,3,3,1
A1971214,1,.,.
A1971215,3,3,1
A1971216,3,5,.
A1971217,3,3,1
A1971218,2,.,.
A1971219,2,.,.
A1971220,3,5,.
A1971221,3,2,1
A1971222,3,3,1
A1971223,3,3,.
A1971224,3,2,1
A1971225,3,3,1
A1971226,1,.,.
A1971227,3,3,1
A1971228,3,3,1
A1971229,2,.,.
A1971230,2,.,.
A1971231,3,3,1
A1971232,2,.,.
A1971233,1,.,.
A1971234,3,6,1
A1971236,3,3,1
A1971237,3,3,1
A1971238,3,3,1
A1971239,1,.,.
A1971240,1,.,.
A1971241,1,.,.
A1971242,2,.,.
A1971243,3,3,1
A1971244,3,7,1
A1971245,3,3,1
A1971246,3,5,.
A1971247,3,3,.
A1971248,1,.,.
A1971249,2,.,.
A1971250,3,3,1
A1971251,3,3,1
A1971252,3,5,.
A1971253,3,3,1
A1971254,2,.,.
A1971255,3,3,1
A1971256,3,5,.
A1971257,3,2,1
A1971258,3,5,.
A1971259,1,.,.
A1971260,3,3,1
A1971261,3,2,.
A1971262,3,2,1
A1971263,3,7,.
A1971264,3,3,1
A1971265,3,5,.
A1971267,3,7,1
A1971268,3,3,1
A1971269,3,2,.
A1971270,1,.,.
A1971271,1,.,.
A1971272,3,3,.
A1971273,3,3,1
A1971274,3,7,.
A1971275,3,3,1
A1971276,3,5,.
A1971277,3,5,.
A1971278,3,2,1
A1971279,3,5,.
A1971280,3,3,1
A1971281,1,.,.
A1971282,3,5,.
A1971283,3,5,.
A1971284,3,5,.
A1971285,3,5,.
A1971288,1,.,.
A1971289,3,7,1
A1971290,3,8,1
A1971291,3,5,.
A1971293,3,5,1
A1971294,3,5,.
A1971295,3,5,.
A1971296,3,3,1
A1971297,3,5,.
A1971298,3,3,1
A1971299,1,.,.
A1971300,3,5,.
A1971301,3,3,.
A1971302,3,3,1
A1971303,2,.,.
A1971304,1,.,.
A1971305,3,3,1
A1971306,3,3,1
A1971307,1,.,.
A1971308,2,.,.
A1971309,3,5,.
A1971310,1,.,.
A1971311,3,2,.
A1971312,3,5,.
A1971313,3,5,.
A1971314,1,.,.
A1971315,3,3,1
A1971316,3,3,1
A1971317,3,2,.
A1971318,3,3,.
A1971319,3,3,1
A1971320,3,5,.
A1971321,3,3,1
A1971322,3,3,1
A1971323,3,3,1
A1971324,3,5,.
A1971325,3,2,.
A1971326,1,.,.
A1971327,3,3,1
A1971328,3,3,1
A1971329,1,.,.
A1971330,3,5,.
A1971331,1,.,.
A1971332,2,.,.
A1971333,3,3,1
A1971334,3,3,1
A1971335,3,5,.
A1971336,1,.,.
A1971337,3,5,.
A1971338,3,5,.
A1971339,1,.,.
A1971340,3,5,.
A1971341,1,.,.
A1971342,1,.,.
A1971343,1,.,.
A1971344,3,3,1
A1971345,1,.,.
A1971346,3,3,1
A1971347,2,.,.
A1971348,3,2,.
A1971349,1,.,.
A1971350,1,.,.
A1971351,1,.,.
A1971352,3,5,.
A1971353,3,2,1
A1971354,3,2,1
A1971355,3,3,1
A1971356,1,.,.
A1971357,3,3,1
A1971358,1,.,.
A1971359,3,5,.
A1971360,1,.,.
A1971361,3,5,.
A1971362,2,.,.
A1971363,3,5,.
A1971364,3,5,.
A1971365,3,3,1
A1971366,1,.,.
A1971367,3,3,1
A1971368,3,3,1
A1971369,1,.,.
A1971370,1,.,.
A1971371,3,7,1
A1971372,3,3,1
A1971373,3,3,1
A1971374,1,.,.
A1971375,3,5,.
A1971376,1,.,.
A1971377,1,.,.
A1971381,2,.,.
A1971383,1,.,.
A1971386,1,.,.
A1971387,1,.,.
A1971388,1,.,.
A1971389,2,.,.
A1971390,1,.,.
A1971391,3,3,.
A1971392,1,.,.
A1971394,3,5,.
A1971396,1,.,.
A1971397,1,.,.
A1971398,3,3,1
A1971399,1,.,.
A1971400,1,.,.
A1971401,3,5,.
A1971402,3,5,.
A1971404,2,.,.
A1971405,3,8,1
A1971406,1,.,.
A1971407,2,.,.
A1971408,3,5,.
A1971409,3,3,1
A1971410,3,3,1
A1971411,1,.,.
A1971412,3,5,.
A1971415,3,8,1
A1971416,3,3,1
A1971417,1,.,.
A1971418,3,5,.
A1971419,2,.,.
A1971420,3,3,1
A1971421,3,3,1
A1971422,3,2,.
A1971423,2,.,.
A1971424,2,.,.
A1971425,1,.,.
A1971426,3,5,.
A1971427,1,.,.
A1971428,3,3,.
A1971429,1,.,.
A1971430,3,3,1
A1971431,3,5,.
A1971432,1,.,.
A1971433,3,5,.
A1971434,3,3,1
A1971435,3,5,.
A1971436,3,5,.
A1971437,3,2,1
A1971438,3,7,.
A1971439,3,7,1
A1971440,1,.,.
A1971441,2,.,.
A1971442,3,2,1
A1971443,3,3,.
A1971444,1,.,.
A1971445,3,5,.
A1971446,3,3,1
A1971447,3,5,.
A1971448,3,7,1
A1971449,2,.,.
A1971450,3,3,1
A1971451,3,2,.
A1971452,3,3,1
A1971453,2,.,.
A1971454,3,3,1
A1971455,2,.,.
A1971456,3,2,1
A1971457,3,3,1
A1971458,1,.,.
A1971459,1,.,.
A1971460,3,3,1
A1971461,3,3,1
A1971462,3,5,.
A1971463,3,3,1
A1971464,3,2,.
A1971465,3,3,1
A1971466,2,.,.
A1971467,1,.,.
A1971468,3,3,1
A1971470,3,5,.
A1971471,3,3,1
A1971472,3,3,1
A1971473,3,2,.
A1971474,1,.,.
A1971475,3,5,.
A1971476,1,.,.
A1971477,1,.,.
A1971478,3,2,.
A1971479,3,7,1
A1971480,3,3,.
A1971481,3,2,.
A1971482,3,3,1
A1971483,3,7,.
A1971484,1,.,.
A1971485,1,.,.
A1971486,2,.,.
A1971487,1,.,.
A1971488,1,.,.
A1971489,2,.,.
A1971490,3,3,1
A1971491,1,.,.
A1971492,1,.,.
A1971493,1,.,.
A1971494,1,.,.
A1971495,1,.,.
A1971496,1,.,.
A1971497,3,3,.
A1971499,3,5,.
A1971500,3,2,.
A1971502,3,6,1
A1971503,3,3,1
A1971504,3,2,1
A1971505,3,5,.
A1971506,3,2,1
A1971507,3,2,1
A1971508,3,5,.
A1971509,3,2,1
A1971510,3,7,.
A1971511,3,5,.
A1971512,3,2,.
A1971513,3,2,1
A1980001,1,.,.
A1980002,1,.,.
A1980003,2,.,.
A1980004,1,.,.
A1980005,3,8,1
A1990001,3,8,.
A1990003,1,.,.
A1990004,3,5,.
A1990005,1,.,.
A1990008,3,3,1
A1990009,1,.,.
A1990010,3,8,1
A1990011,3,2,.
A1990012,3,2,1
A1990013,3,3,1
A1990016,1,.,.
A1990019,1,.,.
A1990021,1,.,.
A1990022,3,8,1
A1990023,3,3,1
A1990026,3,2,.
A1990027,2,.,.
A1990030,2,.,.
A1990031,3,8,.
A1990034,1,.,.
A1990035,3,3,1
A1990037,3,2,.
A1990039,3,3,1
A1990040,3,2,.
A1990042,3,2,.
A1990043,3,2,1
A1990044,3,2,1
A1990045,3,8,1
A1990046,1,.,.
A1990047,1,.,.
A1990048,3,2,1
A1990054,3,7,1
A1990055,3,2,1
A1990056,1,.,.
A1990057,2,.,.
A1990060,3,8,1
A1990062,3,7,1
A1990065,3,3,1
A1990070,2,.,.
A1990072,3,3,1
A1990073,2,.,.
A1990074,3,3,.
A1990077,3,3,1
A1990078,3,3,1
A1990080,3,5,.
A1990081,1,.,.
A1990082,3,5,.
A1990083,3,2,.
A1990084,3,2,1
A1990085,1,.,.
A1990087,1,.,.
A1990088,3,5,.
A1990089,1,.,.
A1990090,3,8,1
A1990092,1,.,.
A1990093,3,8,1
A1990094,3,2,.
A1990100,3,3,.
A1990102,3,7,1
A1990107,1,.,.
A1990109,3,3,1
A1990115,3,5,.
A1990119,3,8,.
A1990123,3,2,.
A1990125,1,.,.
A1990129,1,.,.
A1990134,1,.,.
A1990136,3,8,1
A1990140,3,10,.
A1990142,1,.,.
A1990143,1,.,.
A1990144,1,.,.
A1990145,1,.,.
A1990147,1,.,.
A1990148,1,.,.
A1990149,1,.,.
A1990150,2,.,.
A1990151,1,.,.
A1990153,3,2,1
A1990155,1,.,.
A1990156,1,.,.
A1990157,1,.,.
A1990158,1,.,.
A1990159,3,3,.
A1990161,1,.,.
A1990164,1,.,.
A1990165,1,.,.
A1990170,3,7,1
A1990171,1,.,.
A1990172,3,3,.
A1990174,3,7,1
A1990175,3,7,.
A1990177,1,.,.
A1990180,1,.,.
A1990183,2,.,.
A1990184,2,.,.
A1990186,1,.,.
A1990196,1,.,.
A1990198,1,.,.
A1990200,1,.,.
A1990205,1,.,.
A1990207,1,.,.
A1990209,1,.,.
A1990214,1,.,.
A1990219,1,.,.
A1990220,1,.,.
A1990221,1,.,.
A1990222,3,7,1
A1990225,2,.,.
A1990226,2,.,.
A1990227,3,8,.
A1990231,3,5,.
A1990232,1,.,.
A1990233,2,.,.
A1990234,3,8,.
A1990235,3,5,.
A1990238,3,3,1
A1990239,3,3,1
A1990242,1,.,.
A1990243,3,2,1
A1990244,1,.,.
A1990257,1,.,.
A1990258,1,.,.
A1990259,3,8,.
A1990260,3,2,.
A1990262,1,.,.
A1990264,3,5,.
A1990269,1,.,.
A1990271,2,.,.
A1990272,1,.,.
A1990275,3,8,1
A1990276,3,2,1
A1990277,3,3,1
A1990280,1,.,.
A1990283,3,2,1
A1990287,1,.,.
A1990289,3,2,.
A1990290,1,.,.
A1990291,3,7,1
A1990292,2,.,.
A1990295,3,3,1
A1990296,3,3,.
A1990297,2,.,.
A1990299,2,.,.
A1990303,1,.,.
A1990306,3,5,.
A1990308,1,.,.
A1990310,1,.,.
A1990311,1,.,.
A1990313,3,3,1
A1990316,1,.,.
A1990317,1,.,.
A1990324,1,.,.
A1990331,3,7,1
A1990335,1,.,.
A1990336,3,2,1
A1990337,3,3,.
A1990340,3,2,1
A1990343,3,2,.
A1990345,1,.,.
A1990347,3,3,1
A1990348,2,.,.
A1990353,2,.,.
A1990354,3,8,1
A1990357,1,.,.
A1990358,3,8,1
A1990360,3,3,.
A1990365,1,.,.
A1990366,3,8,1
A1990367,2,.,.
A1990371,1,.,.
A1990374,3,3,1
A1990375,1,.,.
A1990376,1,.,.
A1990377,2,.,.
A1990382,1,.,.
A1990386,1,.,.
A1990389,1,.,.
A1990391,1,.,.
A1990392,3,2,.
A1990394,1,.,.
A1990397,2,.,.
A1990399,2,.,.
A1990400,1,.,.
A1990401,3,7,.
A1990402,1,.,.
A1990404,2,.,.
A1990407,2,.,.
A1990408,3,2,.
A1990410,1,.,.
A1990411,3,2,.
A1990416,1,.,.
A1990418,2,.,.
A1990419,3,2,1
A1990420,1,.,.
A1990421,2,.,.
A1990423,1,.,.
A1990427,3,2,.
A1990433,3,2,.
A1990434,3,3,1
A1990443,1,.,.
A1990446,3,3,1
A1990450,1,.,.
A1990462,3,2,.
A1990463,3,3,1
A1990464,1,.,.
A1990465,3,8,1
A1990468,1,.,.
A1990475,2,.,.
A1990477,2,.,.
A1990479,1,.,.
A1990481,1,.,.
A1990482,2,.,.
A1990483,2,.,.
A1990492,3,4,1
A1990493,2,.,.
A1990494,3,4,1
A1990496,1,.,.
A1990500,2,.,.
A1990501,1,.,.
A1990505,2,.,.
A1990507,3,2,1
A1990511,2,.,.
A1990513,1,.,.
A1990514,1,.,.
A1990516,3,8,1
A1990521,2,.,.
A1990525,1,.,.
A1990532,3,2,1
A1990533,3,8,.
A1990534,3,2,1
A1990536,2,.,.
A1990539,3,5,.
A1990540,1,.,.
A1990541,1,.,.
A1990544,3,2,1
A1990546,2,.,.
A1990547,3,2,1
A1990549,1,.,.
A1990551,1,.,.
A1990552,3,2,.
A1990553,1,.,.
A1990554,3,4,1
A1990555,3,2,1
A1990558,3,5,.
A1990559,2,.,.
A1990563,1,.,.
A1990564,1,.,.
A1990566,1,.,.
A1990570,1,.,.
A1990572,3,3,1
A1990574,3,2,1
A1990575,2,.,.
A1990576,3,3,1
A1990578,2,.,.
A1990580,2,.,.
A1990581,1,.,.
A1990586,2,.,.
A1990589,3,2,1
A1990590,1,.,.
A1990591,3,8,.
A1990593,1,.,.
A1990596,3,2,1
A1990599,2,.,.
A1990602,3,2,1
A1990604,3,3,1
A1990609,3,2,.
A1990613,1,.,.
A1990614,1,.,.
A1990615,1,.,.
A1990616,1,.,.
A1990621,2,.,.
A1990622,3,3,1
A1990623,3,7,.
A1990624,3,2,1
A1990625,1,.,.
A1990626,1,.,.
A1990628,3,2,.
A1990634,1,.,.
A1990637,3,5,.
A1990639,1,.,.
A1990641,1,.,.
A1990643,1,.,.
A1990645,1,.,.
A1990648,1,.,.
A1990654,3,3,1
A1990655,1,.,.
A1990656,1,.,.
A1990664,2,.,.
A1990667,1,.,.
A1990673,1,.,.
A1990675,1,.,.
A1990676,2,.,.
A1990678,2,.,.
A1990679,1,.,.
A1990680,3,2,1
A1990682,2,.,.
A1990683,2,.,.
A1990685,1,.,.
A1990686,2,.,.
A1990687,2,.,.
A1990690,3,2,1
A1990694,3,8,1
A1990697,3,7,.
A1990699,3,2,.
A1990700,1,.,.
A1990701,1,.,.
A1990704,2,.,.
A1990705,1,.,.
A1990707,3,3,1
A1990711,3,2,.
A1990713,1,.,.
A1990717,3,2,.
A1990720,1,.,.
A1990721,1,.,.
A1990723,3,3,1
A1990724,2,.,.
A1990726,3,2,1
A1990728,1,.,.
A1990729,1,.,.
A1990732,3,2,.
A1990733,2,.,.
A1990735,1,.,.
A1990737,2,.,.
A1990738,1,.,.
A1990739,3,3,1
A1990740,2,.,.
A1990742,1,.,.
A1990743,2,.,.
A1990745,3,2,.
A1990747,3,2,.
A1990750,3,2,1
A1990751,1,.,.
A1990753,1,.,.
A1990757,2,.,.
A1990760,3,8,1
A1990762,1,.,.
A1990763,3,3,1
A1990767,3,3,1
A1990768,2,.,.
A1990770,3,2,1
A1990774,3,8,1
A1990775,1,.,.
A1990776,1,.,.
A1990777,3,2,1
A1990782,1,.,.
A1990783,1,.,.
A1990786,1,.,.
